7.385870030566161404e+01,1.725347384270037878e+02,8.536494934077005325e+00,7.399160750600081826e+00,9.038791105721415142e-03
1.100883236577966926e+02,1.070271320856841157e+02,1.072272856353027493e+01,6.158509117848785408e+00,1.762646041733085048e-02
1.162756709901716476e+02,8.030712451273188890e+01,7.354477751898128801e+00,4.061716454097918927e+00,1.875112041830117801e-02
1.195645524739592247e+02,9.355434882761335302e+01,9.082395954913923930e+00,7.436219275790514338e+00,2.341390243494498313e-02
6.746504530725462701e+01,1.770008626534326481e+02,1.004082322723604648e+01,5.252424694755950974e+00,1.757606207857557307e-02
1.204971511308722825e+02,1.239944108501487960e+02,7.445524875401748233e+00,6.815620745670049274e+00,5.045395616141379325e-02
6.608846200711694507e+01,5.268182337481135846e+01,1.072585348193592836e+01,6.738447902928489164e+00,2.715174711057253415e-02
5.135013571430917523e+01,1.796148837026884735e+02,9.612990384451110870e+00,8.159433453541018011e+00,2.230244732756603634e-02
6.966158022056407617e+01,1.270882384324379473e+02,7.955520177409329818e+00,9.781647644902673022e+00,2.018817357937501347e-02
9.794411692522783142e+01,1.157586081790828274e+02,9.822685061826451403e+00,1.031220202716343692e+01,2.968593172603940789e-02
1.695057783844734729e+02,1.264431973011379853e+02,7.351150086662143757e+00,5.561095603335461490e+00,7.927552148163324527e-03
1.036214257678185646e+02,7.771231760783888376e+01,8.422906539879109644e+00,6.483964540139623978e+00,3.354769116792529621e-02
1.968949780413612700e+02,1.260019717107433053e+02,9.152572005725636117e+00,7.110602420061216122e+00,4.660544055199325464e-02
9.926329169087981086e+01,1.573151459429694796e+02,7.125462075852263766e+00,4.763427670437166306e+00,1.280209303054265571e-02
1.781874095515493366e+02,1.489102100130896531e+02,1.073135141976804263e+01,4.408668017618118107e+00,9.879054203994463643e-03
1.125370198408416798e+02,1.908254831079060807e+02,8.773736828029235824e+00,1.053020623770211017e+01,1.522850072945957506e-02
5.465021401850558647e+01,7.450931341732444935e+01,9.767078518650425423e+00,1.096504020686204939e+01,2.440948518017544214e-02
9.693114253861332941e+01,7.976447341198691277e+01,8.383614659382940815e+00,9.079771416359490033e+00,3.159041288212473958e-02
1.247801214971278654e+02,1.519658204931554621e+02,9.316362744705063648e+00,1.099939586778650735e+01,2.636682938829754130e-02
1.803169299101822958e+02,1.376258350231480563e+02,8.228939369930957426e+00,9.808010998412907355e+00,3.420752105922235387e-02
1.859605744198487685e+02,1.939986227172836095e+02,9.056060948974820946e+00,8.594320535657802296e+00,3.411361713117861544e-03
1.632017571170112262e+02,9.267706221805400446e+01,8.108017079499646229e+00,9.410905576704223563e+00,2.084707196788174524e-02
1.537770927643650225e+02,1.790037481900579337e+02,8.456515864625288259e+00,6.030123729949000477e+00,1.756496500084897550e-02
8.885930923120946545e+01,5.976978445894206970e+01,7.837880983954426561e+00,9.793756119228330448e+00,2.580711169456103432e-02
1.366459577949335369e+02,8.976378738699224868e+01,8.366538042998033831e+00,7.400105583744623239e+00,4.304796889868550691e-02
7.198717787949323110e+01,1.768863455859606404e+02,9.011947277898730846e+00,1.071672063673199382e+01,2.329385667300972254e-02
1.245477791203109348e+02,1.551344041924653538e+02,7.699770219401301574e+00,7.892155207303606979e+00,1.284827538515911916e-02
1.572065194043680663e+02,7.428628723068558770e+01,1.083039922402745248e+01,8.919591598230525165e+00,1.812272524092726003e-02
1.768275755624650856e+02,1.568527548029740615e+02,9.250987945231923248e+00,7.481108716904801170e+00,2.345761855858019204e-02
6.366638753255875827e+01,8.124767555132433472e+01,8.617645357878647161e+00,6.304713009937949586e+00,2.545285632520372446e-02
5.988349697676129324e+01,1.639449312410615676e+02,8.064256171524920802e+00,5.218160896457343156e+00,3.922574571303028002e-02
5.437172922700618471e+01,8.488328701050733116e+01,9.214424609559424439e+00,4.303812444999826070e+00,1.651289290876665344e-02
7.411792941600899098e+01,1.611999815068136854e+02,1.011189840116796823e+01,8.213827782714382408e+00,2.163892332173584371e-02
1.180121322102203010e+02,5.509730502750876724e+01,9.534143096527357031e+00,7.406411408949450603e+00,1.658538499631265553e-02
6.537606831492227855e+01,8.588613794884625463e+01,9.334601536099507157e+00,5.339918604280983416e+00,1.685199798730024554e-02
5.353535347271973421e+01,1.891628751403701756e+02,8.381516440316792327e+00,1.066832015506350295e+01,2.362497176739861496e-02
1.129003255953525411e+02,8.057592202534229386e+01,9.913540770880446829e+00,6.736758264374637761e+00,2.243444253089286675e-02
9.561389237265366603e+01,1.248469648571948198e+02,1.052454979545175817e+01,4.689830494201045141e+00,1.234176006456839253e-02
1.269538522828060394e+02,1.410579276362372809e+02,7.222283083290066408e+00,6.434715080753658611e+00,4.147079527463011506e-02
9.326059456643622525e+01,1.616339029529787013e+02,1.038885811115027202e+01,4.539670834112690123e+00,1.514830144764783317e-02
1.605046950684860008e+02,1.475067743873258337e+02,1.093956701610262172e+01,9.089552613422897664e+00,2.128978312009400381e-02
1.741460925892950229e+02,1.845651456621714317e+02,1.085416273992234082e+01,1.031141728069328778e+01,2.354947060863795891e-02
1.962074082375434614e+02,1.536522333151298767e+02,1.008251260719476328e+01,9.587259778734798843e+00,1.862435610276243561e-02
1.172542400764801442e+02,1.317937891480110579e+02,1.096545436700152720e+01,7.759287930174499692e+00,3.234018798984503867e-02
1.172393731117183080e+02,6.491739501115293365e+01,8.492475938885528208e+00,9.415480275648738129e+00,1.988119503273896860e-02
9.137393799538918415e+01,1.429102749399679055e+02,7.023225117254549232e+00,7.709919682811563924e+00,4.257927672316439566e-02
1.649198160176109127e+02,1.588804128089176970e+02,7.912399238506803378e+00,5.089054124880207475e+00,1.998628438238771524e-02
9.462502242239892780e+01,1.205917175409725814e+02,9.047275587845785338e+00,6.496393151532512178e+00,4.228068304098919761e-02
1.847098600979984724e+02,8.687857563348038070e+01,1.026092932425115478e+01,8.151970065462727177e+00,2.911650602174015168e-02
1.301925758015215706e+02,6.407681440500932979e+01,7.487577660041193184e+00,5.831943467028827044e+00,2.022151980785177189e-02
1.986704077000069049e+02,5.579328778150578927e+01,9.672388690168080672e+00,5.844683568203528523e+00,3.799246595196981852e-02
7.790293235781717840e+01,1.794016015338790737e+02,1.005836525281540972e+01,5.230777539808141086e+00,7.544350312587005773e-03
1.436654514439809134e+02,1.892270670030565611e+02,9.399657869893184525e+00,5.845835940593734570e+00,2.402243368367343659e-02
1.587502634203560774e+02,1.596688901846895305e+02,8.256653432580764118e+00,9.192872511069616337e+00,1.960158918334246533e-02
1.194237475107147475e+02,1.428385693877239646e+02,1.035899807794862859e+01,7.116676462738466213e+00,2.693105585581237818e-02
1.470263071408232349e+02,6.125313056736582951e+01,9.319529803304217097e+00,4.411464720513840199e+00,1.678028134167310753e-02
1.183219065339292655e+02,1.644375748855217978e+02,1.032892602784610681e+01,7.105329178967504156e+00,3.352289162407106476e-02
6.244547964825114406e+01,8.993122388799818623e+01,8.682837646353737782e+00,1.043262155533220081e+01,2.688764406163952903e-02
1.163929406244606071e+02,1.577138246835344546e+02,9.350903729773749617e+00,9.871181890292579197e+00,1.422969322337254428e-02
8.243320442105795109e+01,1.239452339283009081e+02,7.720017863839228056e+00,6.489578613957266207e+00,2.156862221222157969e-02
7.521755302630431572e+01,1.706805803786725164e+02,7.280352716628009091e+00,6.249839642887155655e+00,3.040583558304492395e-02
1.221694898012159456e+02,1.553917022557903351e+02,1.098870127999102841e+01,6.908814495073198003e+00,2.961907546396155833e-02
1.971118524313554019e+02,1.575161719394180295e+02,1.084443240595743418e+01,9.045900912655055137e+00,2.183049862474059286e-02
1.000778081827260024e+02,1.793448750978763826e+02,1.032201127108254646e+01,5.664604709257194060e+00,1.609210009209750478e-02
7.493598369817298988e+01,1.830419983841765941e+02,7.353610444176982952e+00,5.462089151424720512e+00,2.835423587095976805e-02
1.675130994787148211e+02,1.063838045784424224e+02,7.064601611258892078e+00,9.088169681717436887e+00,2.975190525233128644e-02
1.879314116510489043e+02,1.038660755205485344e+02,9.026872681365187390e+00,5.255672630052677263e+00,3.533243357629962944e-02
1.820406833868771912e+02,1.810106744210603438e+02,8.563844967465403357e+00,8.425464974343821467e+00,1.890634041846028443e-02
7.835820034889671604e+01,9.235067455926991897e+01,9.385686424507888148e+00,4.727123715863584152e+00,1.658619960853218930e-02
9.443292392192644513e+01,1.526213608997173026e+02,9.125532845554946704e+00,5.616431322027723105e+00,4.590441579068864353e-02
5.252367321709561310e+01,9.835729725754549690e+01,7.034972682166690028e+00,8.009673275892374988e+00,3.190493617390540576e-02
1.479722529541751044e+02,1.699003251045526781e+02,7.398260924013857931e+00,8.045436095510289931e+00,4.860171036195334859e-02
1.582288525876828089e+02,7.455825356255988368e+01,1.013375433007766802e+01,6.893124520659300813e+00,3.388875305860470505e-02
1.099398341116622362e+02,6.928049946421143090e+01,7.341303835703754999e+00,6.091728896502635493e+00,2.822130334219760672e-02
1.634171796498908407e+02,6.951213962864210316e+01,7.103520930031505642e+00,8.485203825223386787e+00,3.855926581376857565e-02
1.558681072673938957e+02,6.143846518465960571e+01,1.039785254649083868e+01,5.889922544217900402e+00,3.185381303282196208e-02
1.690183407226224404e+02,1.425703053243586851e+02,7.358001437544828605e+00,6.090655411689708032e+00,2.700583051228844580e-02
5.823715674436477485e+01,1.234369007243370504e+02,1.072034924613282314e+01,5.917614400083403225e+00,3.719384448232176260e-02
7.193362373159963852e+01,1.206548253348681925e+02,8.721525860918942996e+00,6.077249270564379025e+00,1.964110861423740834e-02
1.526164721627971517e+02,1.446910751078868884e+02,1.088206105267783741e+01,5.839486675817591177e+00,2.418462603722001947e-02
1.586038236717287191e+02,1.582908461151371284e+02,9.024464504377469609e+00,6.318685254821390984e+00,1.038336098608653654e-02
1.238132229343519839e+02,6.485104394405611572e+01,9.829922393793612656e+00,7.397755111663272487e+00,3.346589549438731825e-02
1.599561359335014004e+02,1.351651224915664216e+02,7.740968229779118914e+00,9.440503522691816585e+00,2.181131674049354915e-02
1.605500436781618703e+02,1.468704413005456786e+02,9.366654975289433693e+00,4.400131109740871516e+00,2.554541010889154265e-02
7.943055932617502890e+01,1.128324451588937052e+02,9.498836801279573194e+00,6.759039106966370447e+00,2.622211924316811618e-02
1.306472431595673527e+02,7.460587223755908326e+01,8.375525587481979173e+00,6.547137119528129823e+00,3.321879933213774116e-02
9.235362662775844456e+01,5.506327621510718018e+01,1.051287117609438937e+01,5.097412658520020123e+00,2.326572725067093186e-02
1.687844250121249843e+02,1.030065755628856294e+02,1.083911447668975470e+01,4.250280590480313592e+00,2.883409795398569897e-02
6.059510641835209555e+01,7.565548551458701354e+01,8.026862405079489449e+00,9.576499832912112709e+00,1.885020754812540694e-02
1.715174610557320989e+02,1.293780545712706953e+02,1.014041214386955048e+01,6.595693162037633783e+00,1.553680430232481750e-02
1.714682495607272017e+02,1.112720325063592099e+02,7.678796901782740214e+00,7.120735377958638423e+00,1.173624659075295056e-02
6.953945706941499338e+01,1.680909987232814728e+02,1.017131589918835388e+01,4.666135829503966548e+00,4.038815175547703917e-02
1.796334407595517746e+02,1.551825389494661067e+02,1.088827172893058659e+01,1.092799691973166354e+01,1.629931771260947557e-02
5.960485127992230758e+01,8.346097076751522081e+01,1.097707799440100374e+01,4.148175253132119877e+00,3.341098815475304629e-02
1.650623329956690100e+02,6.551400812237017135e+01,8.764612861009917211e+00,8.223327148647939566e+00,4.370237228859605999e-02
7.091702862102560800e+01,1.744029877849577019e+02,8.654029215360051097e+00,9.655229183296448525e+00,2.459595322100468703e-02
1.929716628648435233e+02,8.430347313036210721e+01,1.073652451881712544e+01,9.296463398593914462e+00,2.321484847614719432e-02
6.126184935571251344e+01,9.950482831689993191e+01,7.345604487600688515e+00,9.918035930123476618e+00,1.564954334479317505e-02
1.395020439266017434e+02,8.611260660358868790e+01,8.438501886856720091e+00,9.662851483653721374e+00,1.597715205014499373e-02
1.834627821607810745e+02,1.990475287181649549e+02,7.348667201541289273e+00,5.669518814423217812e+00,2.648964768176164178e-02
1.987180333351629713e+02,1.949349789208258414e+02,7.082028750297977737e+00,7.813667824348454971e+00,4.510189123404723804e-02
8.230131734710596447e+01,1.312463591404476233e+02,9.613131394809249386e+00,9.139293320614756411e+00,2.331539170561455765e-02
1.876802022960908118e+02,5.779068150399196213e+01,9.187864693993486043e+00,8.079112598670088019e+00,3.261426497254606843e-02
1.223261970851582134e+02,5.091842429637946310e+01,7.820713884286115025e+00,9.556273669831117701e+00,1.795093060996949888e-02
1.201360187586261219e+02,1.241976617598595141e+02,1.013997228570778120e+01,5.003515705797370927e+00,3.645634256160915077e-02
1.614171655699870200e+02,1.052308920337602558e+02,1.067822794788581753e+01,1.084873400265647447e+01,1.603545294607362434e-02
1.652450794020376179e+02,6.694453166420555590e+01,7.302560945107899215e+00,9.947097378637495879e+00,3.128485327798168070e-02
1.074097000615402067e+02,7.401512260275038102e+01,7.772322712533847877e+00,7.564054538652879245e+00,3.694433431182063410e-02
8.259551078618225972e+01,1.955933345185432017e+02,9.103012661997212263e+00,1.022551423950923422e+01,3.566448961386415456e-02
1.487280330005462190e+02,5.770821235081849920e+01,1.070617553505310937e+01,8.999733455170325414e+00,2.818682613643597179e-02
1.731248895596184525e+02,1.231654132683184315e+02,9.623021595473531420e+00,5.432885548391214847e+00,2.726439859915094285e-02
1.227125322399299989e+02,1.742083529647737521e+02,7.672861695878891553e+00,4.748940137756831881e+00,5.724168321437890505e-02
